Ref,Val,Package,PosX,PosY,Rot,Side
"J5","Conn_01x22_Female","Hirose_FH12-22S-0.5SH_1x22-1MP_P0.50mm_Horizontal",20.750000,-175.950000,-90.000000,bottom
"J7","Micro_SD_Card_Det","SDCARD_MOLEX_503398-1892",84.038244,-177.121906,-90.000000,bottom
"MK2","MP45DT02","ST_HLGA-6_3.76x4.72mm_P1.65mm",72.700000,-181.350000,180.000000,bottom
"U3","APDS-9301","Broadcom_APDS-9301",68.932500,-181.950000,180.000000,bottom
